"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,SemanticScholarCitations,CrossRefCitations,Marker
PSKAMVN3,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-k DOI: 10.1109/PCS.2010.5702532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[128]
IX8QWUTB,document,2012,"Moorthy, A.K.; Choi, L.K.; Bovik, A.C.; Veciana, G.d","Video quality assessment on mobile devices: Subjective, behavioral and objective studies",,,,,,,2012-10,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: moorthy2012a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[129]
TNGHAZHY,journalArticle,,,,IEEE Journal of Selected Topics in Signal Processing,,,10/f39j9n,,,,2022-11-01 05:24:48,2022-11-01 05:25:59,,652–671,,6,6,,,,,,,,,,,,,,,,,216 citations (Crossref) [2022-11-01] Citation Key: unknowo-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,216,[130]
35DGHSCK,bookSection,2020,"Nayak, S.; Baumann, T.; Bhattacharya, S.; Karakanta, A.; Negri, M.; Turchi, M.",See me speaking? Differentiating on whether words are spoken on screen or off to optimize machine dubbing,Companion publication of the,,,,,,2020-10,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: nayak2020a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[131]
5I558ZYW,conferencePaper,,,,International conference on multimodal interaction,,,,https://dl.acm.org/,,,2022-11-01 05:24:48,2022-11-01 05:25:35,,130–134,,,,,,,,,,,ACM,Virtual Event Netherlands,,,,,,,,Citation Key: unknowo-m,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[132]
WW3RFLWC,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-n DOI: 10.1145/3395035.3425640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[133]
NWLK38WB,journalArticle,2009,"O’Hagan, M.",Towards a cross-cultural game design: An explorative study in understanding the player experience of a localised japanese video game,The Journal of Specialised Translation,,,,,,2009,2022-11-01 05:24:48,2022-11-01 05:25:31,,211–233,,,11,,,,,,,,,,,,,,,,,Citation Key: o2009a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[134]
FGKBRPI4,journalArticle,2014,"Orrego-Carmona, D.","Subtitling, video consumption and viewers: The impact of the young audience",Translation Spaces,,,10.1075/ts.3.03orr),,,2014,2022-11-01 05:24:48,2022-11-01 05:24:56,,51–70,,,3,,,,,,,,,,,,,,,,,Citation Key: orrego-carmona2014a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[135]
WFWBXZ87,document,2016,"Orrego-Carmona, D.",A reception study on non-professional subtitling: Do audiences notice any difference?,,,,,,,2016,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: orrego-carmona2016a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[136]
TBRZHNV2,document,1988,"Peeters, A.L.; Scherpenzeel, A.C.; Zantinge, J.H.",Ondertiteling of nasynchronisatie van kinderprogramma’s [subtitling or dubbing children’s programs,,,,,,,1988,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: peeters1988a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[137]
FL5S592V,journalArticle,2016,"Perego, E.","History, development, challenges and opportunities of empirical research in audiovisual translation",Across Languages and Cultures,,,10/gnbsm4,,,2016,2022-11-01 05:24:48,2022-11-01 05:25:49,,155–162,,,17,,,,,,,,,,,,,,,,,11 citations (Crossref) [2022-11-01] Citation Key: perego2016a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,11,[138]
5JFFFC5C,journalArticle,2018,"Perego, E.",Cross-national research in audiovisual translation: Some methodological considerations,Journal of Audiovisual Translation,,,10.47476/jat.v1i1.44,,,2018-11,2022-11-01 05:24:48,2022-11-01 05:26:58,,64–80,,1,1,,,,,,,,,,,,,,,,,2 citations (Semantic Scholar/DOI) [2022-11-01] 2 citations (Crossref) [2022-11-01] Citation Key: perego2018a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,[139]
8Z7DVPXN,document,,,,,,,,https://www.jatjournal.org/index.php/jat/,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[140]
HFVY6BZH,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-p DOI: 10.47476/jat.v1i1.44 tex.citation-number: article/view/44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[141]
FYDPHTID,document,2015,,,,,,,,,2015-01,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[142]
95G7BXVK,document,,,,,,,,https://doi,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[143]
FWTMBJU8,document,,,,,,,,https://doi.org/10.1080/0907676X.2014.912343),,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-r DOI: 10.1080/0907676X.2014.912343) tex.citation-number: org/10.1080/0907676X.2014.912343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[144]
LKFP39F7,document,,,,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[145]
YFH99HAP,journalArticle,2016,"Bottiroli, S.",Is subtitling equally effective everywhere? A first crossnational study on the reception of interlingually subtitled messages,Across Languages and Cultures,,,,https://akjournals,,2016-12,2022-11-01 05:24:48,2022-11-01 05:25:33,,205–229,,2,17,,,,,,,,,,,,,,,,,Citation Key: bottiroli2016a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[146]
M4NN48PS,document,,,2 publisher: AkadÃľmiai KiadÃş section: Across languages and cultures,,,,,,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-t DOI: 10.1556/084.2016 tex.citation-number: com/view/journals/084/17/2/article-p205.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[147]
4NC9FEZ5,book,2011,"Pinson, M.H.",Audiovisual quality components: An analysis,,,,,,,2011-11,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,NA,,,,,,,,,Citation Key: pinson2011a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[148]
5XNCS2HL,document,,,,,,,,https://www.its.bldrdoc.gov/publications/,,,2022-11-01 05:24:48,2022-11-01 05:24:48,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[149]
DXYSEPST,journalArticle,2012,"Ingram, W.",The influence of subjects and environment on audiovisual subjective tests: An international study,IEEE Journal of Selected Topics in Signal Processing,,,,,,2012-10,2022-11-01 05:24:48,2022-11-01 05:25:31,,640–651,,6,6,,,,,,,,,,,,,,,,,Citation Key: ingram2012a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[150]
S5GW9WGH,document,,,Journal of selected topics in signal processing,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-v DOI: 10.1109/JSTSP.2012.2215306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[151]
QYDFKHRL,document,,"Pinson, M.H.; Wolf, S.",,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: pinson-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[152]
ARRH4NH6,bookSection,,,,Comparing subjective video quality in visual communications and image processing 2003,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,573–582,,,5150,,,,,,,,SPIE,,,,,,,,,Citation Key: unknowo-w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[153]
2K3XI7C6,document,,,,,,,,https://www.spiedigitallibrary.org/conference-proceedings,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[154]
GXUYUFFX,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-y DOI: 10.1117/12.509908 tex.citation-number: -methodologies/10.1117/12.509908.full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[155]
GYHUI6ZI,document,2020,"Prajwal, K.R.; Mukhopadhyay, R.; Namboodiri, V.; Jawahar, C.V.",A lip sync expert is all you need for speech to lip generation in the wild,,,,,,,2020-10,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: prajwal2020a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[156]
HYDFYTPE,conferencePaper,,,,ACM international conference on multimedia (ACM MM,,,,https://researchportal.bath.ac.uk/en/publications/a-lip,,,2022-11-01 05:24:49,2022-11-01 05:25:36,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowo-z,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[157]
ZGSZGDXE,document,,,-sync-expert-is-all-you-need-for-speech-to-lip-generation-in (Publisher: Association for Computing Machinery,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-a DOI: 10.1145/3394171.3413532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[158]
ZEM2BPZ5,journalArticle,2020,"Raffi, F.",The impact of italian dubbing on viewers’ immersive experience: An audience reception study,Online Journal of Communication and Media Technologies,,,10/gq5xb7,https://www.ojcmt.net/,,2020-06,2022-11-01 05:24:49,2022-11-01 05:25:37,,202019,,3,10,,,,,,,,,,,,,,,,,0 citations (Crossref) [2022-11-01] Citation Key: raffi2020a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,0,[159]
TIB6RZTJ,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-b DOI: 10.30935/ojcmt/8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[160]
7U7V7PUL,bookSection,2015,"Rainer, B.; Petscharnig, S.; Timmerer, C.; Hellwagner, H.",Is one second enough? Evaluating QoE for inter-destination multimedia synchronization using human computation and crowdsourcing,2015 seventh international workshop on quality of multimedia experience (QoMEX,,,,http://ieeexplore.ieee.org/document/,,2015-05,2022-11-01 05:24:49,2022-11-01 05:24:49,,1–6,,,,,,,,,,,IEEE,Pylos-Nestoras,,,,,,,,Citation Key: rainer2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[161]
PNBKEM8P,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-c DOI: 10.1109/QoMEX.2015.7148107 tex.citation-number: 7148107/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[162]
CKFYSJCY,journalArticle,2015,"Ramos, M.",The emotional experience of films: Does audio description make a difference?,The Translator,,,10.1080/13556509.2014.994853),,,2015,2022-11-01 05:24:49,2022-11-01 05:24:56,,68–94,,1,21,,,,,,,,,,,,,,,,,Citation Key: ramos2015a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[163]
22MASNCI,journalArticle,2016,"Ramos, M.",Testing audio narration: The emotional impact of language in audio description,Perspectives (Gerontological Nursing Association (Canada)),,,10.1080/0907676X.2015.1120760),,,2016,2022-11-01 05:24:49,2022-11-01 05:24:56,,606–634,,4,24,,Perspectives,,,,,,,,,,,,,,,Citation Key: ramos2016a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[164]
GYT7IGAP,journalArticle,2014,"Ramos, M.; Rojo, A.","feeling"" audio description: Exploring the impact of ad on emotional response",Translation Spaces,,,10.1075/ts.3.06ram),,,2014,2022-11-01 05:24:49,2022-11-01 05:24:56,,133–150,,,3,,,,,,,,,,,,,,,,,Citation Key: ramos2014a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[165]
8KJN2I7V,book,2019,"Ranzato, I.; Zanotti, S.",Reassessing dubbing: Historical approaches and current trends. John benjamins publishing company,,,,,,,2019,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,<sub>L</sub>GoDwAAQBAJ,Google-Books-ID,,,,,,,,Citation Key: ranzato2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[166]
96PFYVKU,document,2011,"Reiter, U.",Quality of experience: a buzzword or the key to successful multimedia delivery across networks?,,,,,,,2011-10,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: reiter2011a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[167]
3WYZYHAN,conferencePaper,,,,Proceedings of the 6th latin america networking conference,,,,,,,2022-11-01 05:24:49,2022-11-01 05:25:36,,20–24,,,,,,,,,,,Association for Computing,"New York, NY, USA",,,,,,,,Citation Key: unknowp-d,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[168]
V8GVBSLX,document,,Machinery,,,,,,https://doi.org/10.1145/2078216,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: machinery-a DOI: 10.1145/2078216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[169]
WIIWHNY7,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-e DOI: 10.1145/2078216.2078220 tex.citation-number: 2078220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[170]
NNGWC6BM,document,2015,"Reyes Lozano, J.d l",La traduction du cinéma pour les enfants: Une étude sur la réception [the translation of cinema for children: A reception-oriented study,,,,,,,2015,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: reyes2015a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[171]
PZY55GNK,book,2020,"Riniolo, T.C.; Capuana, L.J.",Directly comparing subtitling and dubbing using Netflix: Examining enjoyment issues in the natural setting,,,,,,,2020-07,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,Current Psychology,,,,,,,,,Citation Key: riniolo2020a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[172]
CRIP3X9P,document,,,,,,,,https://doi.org/10.1007/s12144-020-00948,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-f DOI: 10.1007/s12144-020-00948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[173]
AQ8US6MU,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-g DOI: 10.1007/s12144-020-00948-1 tex.citation-number: -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[174]
2XPWCP6B,journalArticle,2013,"Romero-Fresco, P.","Accessible filmmaking: Joining the dots between audiovisual translation, accessibility and filmmaking",The Journal of Specialised Translation,,,,,,2013-01,2022-11-01 05:24:49,2022-11-01 05:25:35,,,,,201–223,,,,,,,,,,,,,,,,,Citation Key: romero-fresco2013a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[175]
NL6456JR,document,2016,"Romero-Fresco, P.",The reception of subtitles for the deaf and hard of hearing in,,,,,,,2016,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: romero-fresco2016a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[176]
5VUM2V44,journalArticle,2018,"Romero-Fresco, P.",In support of a wide notion of media accessibility: Access to content and access to creation,Journal of Audiovisual Translation,,,10/gq5xcb,http://jatjournal.org/index.php/,,2018-11,2022-11-01 05:24:49,2022-11-01 05:25:48,,187–204,,1,1,,,,,,,,,,,,,,,,,7 citations (Crossref) [2022-11-01] Citation Key: romero-fresco2018a,,,,,⚠️ Invalid DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,7,[177]
XX364X9K,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-h DOI: 10.47476/jat.v1i1.53 Volume: jat/article/view/53 (Number: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[178]
4I5SPPLA,journalArticle,2019,"Romero-Fresco, P.",The dubbing effect: An eye-tracking study on how viewers make dubbing work,The Journal of Specialised Translation,,,,,,2019-05,2022-11-01 05:24:49,2022-11-01 05:25:31,,,,,,,,,,,,,,,,,,,,,,Citation Key: romero-fresco2019a,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[179]
CZIULRDZ,document,2019,"Saboo, A.; Baumann, T.",Integration of dubbing constraints into machine,,,,,,,2019,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: saboo2019a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[180]
7VRFVY7G,conferencePaper,,,Translation,Proceedings of the fourth conference on machine translation (volume,,,,,,,2022-11-01 05:24:49,2022-11-01 05:25:31,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-i,,,,,⛔ No DOI found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[181]
A7GCHCSV,book,,,Research papers,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,Association for Computational,"Florence, Italy",,,,,,,,Citation Key: unknowp-j Pages: 94–101 tex.citation-number: 1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[182]
7FMZL4W2,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-k DOI: 10.18653/v1/W19-5210 tex.citation-number: W19-5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[183]
QPUCZTXC,document,2022,"Saha, D.; Nayak, S.; Baumann, T.",Merkel podcast corpus: A multimodal dataset compiled from 16 years of angela merkel’s weekly video podcasts,,,,,,,2022,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: saha2022a Type: (LREC paper.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[184]
IH5DHLBD,bookSection,2020,"Sánchez-Mompeán, S.",Dubbing and prosody at the interface,The prosody of dubbed speech,,,,,,2020-01,2022-11-01 05:24:49,2022-11-01 05:24:49,,19–88,,,,,,,,,,,,,,,,,,,,Citation Key: s2020a DOI: 10.1007/978-3-030-35521-0_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[185]
TMABJKMN,document,,"Sánchez-Mompeán, S.",,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: s-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[186]
6N393PRP,document,2021,,,,,,,,,2021-09,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknown2021b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[187]
N3Y5WKSV,document,,,,,,,,https://www.sciencedirect.com/science/,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-l tex.citation-number: 190.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[188]
VHEQJDGR,document,,,,,,,,,,,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: unknowp-m DOI: 10.1016/j.langcom.2021.07.001 tex.citation-number: article/pii/S0271530921000562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[189]
BTEKN3XD,document,2013,"Schmidt, C.; Koller, O.; Ney, H.; Hoyoux, T.; Piater, J.",Using viseme recognition to improve a sign language translation system,,,,,,,2013,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: schmidt2013a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[190]
IT8X7535,document,2010,"Seshadrinathan, K.; Soundararajan, R.; Bovik, A.; Cormack, L.",A subjective study to evaluate video quality assessment algorithms,,,,,,,2010,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: seshadrinathan2010a DOI: 10.1117/12.845382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[191]
4BYATYKC,document,2014,"Shahid, M.",Methods for objective and subjective video quality assessment and for speech recognition,,,,,http://urn.kb.se/resolve,,2014,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,"Department of Applied Signal Processing, Blekinge Institute of Technology",,,,,,,,,Citation Key: shahid2014a Place: Karlskrona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[192]
4HI23X6Z,document,2001,"Shdaifat, I.; Grigat, R.-R.; Lütgert, S.",Viseme recognition using multiple feature matching,,,,,,,2001,2022-11-01 05:24:49,2022-11-01 05:24:49,,,,,,,,,,,,,,,,,,,,,,Citation Key: shdaifat2001a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Citations Found,No Citations Found,[193]
